1	1210	0.5336155857498804
1	1196	0.497425376501362
1	2571	0.41954443932572016
1	541	0.3188480961869425
1	1198	0.31309612898604766
1	2628	0.2767139797175363
1	3175	0.2559052280211137
1	1200	0.22803042333462184
1	1127	0.2191902013973767
1	1240	0.21143875954008012
2	260	0.8143008881548759
2	2762	0.8026778695749083
2	296	0.4680404141697596
2	608	0.45343896531286987
2	541	0.4514631745916257
2	858	0.44282564088812976
2	1270	0.4232222676527642
2	1197	0.4211176434556776
2	1580	0.41819534934737673
2	1097	0.39527022347301194
3	2571	0.7207682959306146
3	1097	0.5533982460581639
3	541	0.5435977489997972
3	1240	0.5248362028663753
3	1200	0.49898405017535946
3	2628	0.48337607829871465
3	3175	0.3856944411088995
3	1127	0.38115867044803714
3	589	0.35630670075479465
3	924	0.30912754287797645
4	2571	0.7226288623518403
4	1270	0.6787557116966012
4	541	0.5438333174094923
4	1200	0.500456179537468
4	2628	0.48589515594189625
4	1197	0.4809997603429649
4	3175	0.3880665342292984
4	1127	0.383326260574691
4	1580	0.35839231357320617
4	589	0.3583462655481508
5	858	0.5508368967651956
5	2396	0.5420948894504646
5	1193	0.5011676544545789
5	1225	0.4815848941369498
5	1265	0.4539634810842898
5	912	0.442782305937298
5	1094	0.43308385011838113
5	527	0.4097142718981084
5	1247	0.3602975863704764
5	260	0.35317231180826153
6	260	0.41738709934075596
6	2762	0.3202950891783492
6	1270	0.2609116070583227
6	1196	0.24871390048931516
6	2571	0.24495201971294678
6	3175	0.220817797840244
6	1097	0.2172424203519521
6	3114	0.2010968434217377
6	2628	0.19532233615170624
6	1197	0.19058307926232643
7	260	0.8774470279080374
7	1210	0.7865283624738897
7	1097	0.548444311473006
7	541	0.5413727282677356
7	1198	0.5289484179524397
7	1240	0.519216822998343
7	1200	0.49386722830603685
7	1197	0.48100464224846023
7	2628	0.47527918318812934
7	3175	0.3777587271203507
8	260	0.7827560883146495
8	2762	0.7429099404286024
8	1196	0.7400556111905927
8	318	0.6780586259810807
8	858	0.5802436124668849
8	1198	0.5576586796318421
8	593	0.5488101115324286
8	1197	0.5330930853368084
8	1270	0.527656073589223
8	541	0.5060154154275988
9	260	0.6407273750475612
9	296	0.5721626583503222
9	1196	0.5547489628724115
9	110	0.5117990675520017
9	2396	0.46118968621476947
9	356	0.4453783819709077
9	858	0.43822606025184074
9	1198	0.42930861120369457
9	3578	0.3927501053810609
9	589	0.38198724350304386
10	457	0.7606040185361534
10	296	0.7544995337888213
10	1036	0.749780084394025
10	593	0.7422436808336839
10	2028	0.7397639832093925
10	608	0.7124383548655356
10	50	0.666960424494068
10	2406	0.6255774441788147
10	1610	0.6169196795589935
10	1968	0.6133053936381883
11	296	0.6088345482640748
11	858	0.5486863312271757
11	34	0.5194365662960635
11	1193	0.49940529735067823
11	1225	0.47860393378864036
11	1617	0.4586499015643492
11	912	0.43926706087143474
11	1094	0.4320626294078694
11	919	0.4105732725766092
11	527	0.4095663391033309
12	260	0.38814599171064057
12	2762	0.32580258691091973
12	1210	0.3138554856144265
12	2858	0.24896755562995332
12	1270	0.24411845966205786
12	2571	0.22682323263234971
12	1196	0.2252811263494353
12	3175	0.21607970694573436
12	1097	0.2051553076985666
12	3114	0.19887674717537693
13	1270	0.7092940932592098
13	1240	0.6218423391225798
13	1200	0.6010274248530264
13	541	0.5584090418388713
13	3471	0.441426107339944
13	924	0.37589141479404165
13	1214	0.3541416431558349
13	3527	0.31735591672091357
13	2985	0.31475558459175723
13	2762	0.30987984121061946
14	260	0.3882126026044947
14	1210	0.3139209612989333
14	1270	0.2440939579017314
14	2571	0.22691087507793645
14	1196	0.2253194905804742
14	3175	0.2161108483508053
14	1097	0.20516872851235385
14	3114	0.1988702996754152
14	2628	0.18614164136661193
14	1197	0.17946453897616238
15	589	0.7302723439438938
15	2628	0.6383399678579816
15	1240	0.6140679666872336
15	541	0.5927662706045497
15	1200	0.591427018181946
15	1270	0.5537363128564877
15	1197	0.521309719164179
15	1097	0.5174233045896025
15	1127	0.5095936117157692
15	858	0.4743380055427085
16	260	0.39023220353106053
16	2762	0.3254623437092268
16	1210	0.3154972114283706
